Anime_ID,Title,Originated_From,Story_DNA,Popularity_Rank,Score,Reach_Members,Loyalty_Favourites,Main_Genre,Studios,Producers,Licensors,Episodes,Airing_Year,Rating
48585,Black Clover: Mahou Tei no Ken,Manga,"As a lionhearted boy who can’t wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.

(Source: Netflix)",1058,7.98,262924,2787,"Action, Comedy, Fantasy",Studio Pierrot,"[{'mal_id': 109, 'type': 'anime', 'name': 'Shochiku', 'url': 'https://myanimelist.net/anime/producer/109/Shochiku'}]",[],1.0,,PG-13 - Teens 13 or older
2563,Aria the OVA: Arietta,Manga,"Akari Mizunashi dreams of life after attaining her goal of becoming a Prima Undine, but upon waking realizes that she might not actually have the confidence to run Aria Company on her own. Wary of the future, she seeks advice from her mentor Alicia Florence—one of the three great ""Water Fairies"" of Neo-Venezia.

Much to Akari's surprise, Alicia reveals her own struggles of the past, but also shares the steps she took in overcoming her self-doubt of running the company and taking on an apprentice. Finding solace in her teacher's words, Akari prepares to embrace whatever trials she must overcome on her path toward achieving her dreams.

[Written by MAL Rewrite]",3920,7.98,41686,81,"Sci-Fi, Slice of Life",HAL Film Maker,"[{'mal_id': 16, 'type': 'anime', 'name': 'TV Tokyo', 'url': 'https://myanimelist.net/anime/producer/16/TV_Tokyo'}, {'mal_id': 108, 'type': 'anime', 'name': 'Media Factory', 'url': 'https://myanimelist.net/anime/producer/108/Media_Factory'}, {'mal_id': 109, 'type': 'anime', 'name': 'Shochiku', 'url': 'https://myanimelist.net/anime/producer/109/Shochiku'}, {'mal_id': 238, 'type': 'anime', 'name': 'AT-X', 'url': 'https://myanimelist.net/anime/producer/238/AT-X'}]","[{'mal_id': 217, 'type': 'anime', 'name': 'Nozomi Entertainment', 'url': 'https://myanimelist.net/anime/producer/217/Nozomi_Entertainment'}]",1.0,,G - All Ages
223,Dragon Ball,Manga,"Gokuu Son is a young boy who lives in the woods all alone—that is, until a girl named Bulma runs into him in her search for a set of magical objects called the ""Dragon Balls."" Since the artifacts are said to grant one wish to whoever collects all seven, Bulma hopes to gather them and wish for a perfect boyfriend. Gokuu happens to be in possession of a dragon ball, but unfortunately for Bulma, he refuses to part ways with it, so she makes him a deal: he can tag along on her journey if he lets her borrow the dragon ball's power. With that, the two set off on the journey of a lifetime.

They don't go on the journey alone. On the way, they meet the old Muten-Roshi and wannabe disciple Kuririn, with whom Gokuu trains to become a stronger martial artist for the upcoming World Martial Arts Tournament. However, it's not all fun and games; the ability to make any wish come true is a powerful one, and there are others who would do much worse than just wishing for a boyfriend. To stop those who would try to abuse the legendary power, they train to become stronger fighters, using their newfound strength to help the people around them along the way.

[Written by MAL Rewrite]",150,7.98,1125844,17708,"Action, Adventure, Comedy, Fantasy",Toei Animation,"[{'mal_id': 169, 'type': 'anime', 'name': 'Fuji TV', 'url': 'https://myanimelist.net/anime/producer/169/Fuji_TV'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",153.0,1986.0,PG-13 - Teens 13 or older
50631,"Komi-san wa, Comyushou desu. 2nd Season",Manga,"After an exciting and momentous cultural festival, Shouko Komi continues her endeavor to make one hundred friends alongside her friend and classmate Hitohito Tadano. As winter begins, the class is joined by the seemingly delinquent student Makoto Katai, who has been absent since the first week of school. Despite his intimidating appearance, Katai has difficulty communicating with others and just wants to befriend his classmates.

As new friendships form and current ones deepen, Komi and Tadano’s relationship begins to change—though not necessarily for the worse.

[Written by MAL Rewrite]",453,7.98,547676,3991,Comedy,OLM,"[{'mal_id': 16, 'type': 'anime', 'name': 'TV Tokyo', 'url': 'https://myanimelist.net/anime/producer/16/TV_Tokyo'}, {'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 62, 'type': 'anime', 'name': 'Shogakukan-Shueisha Productions', 'url': 'https://myanimelist.net/anime/producer/62/Shogakukan-Shueisha_Productions'}, {'mal_id': 213, 'type': 'anime', 'name': 'Half H.P Studio', 'url': 'https://myanimelist.net/anime/producer/213/Half_HP_Studio'}, {'mal_id': 323, 'type': 'anime', 'name': 'Nippon Columbia', 'url': 'https://myanimelist.net/anime/producer/323/Nippon_Columbia'}]",[],12.0,2022.0,PG-13 - Teens 13 or older
9656,Kimi ni Todoke 2nd Season,Manga,"After a momentous New Year's vacation and with Valentine's Day approaching, Sawako Kuronuma is beginning to get along with her classmates. However, now that Sawako has realized her romantic feelings for the popular Shouta Kazehaya, she grows hesitant toward giving him obligatory chocolates and decides to not give him any. In turn, Kazehaya, who likes Sawako, feels a distance between them.

As February ends and April arrives, the second year of high school begins for Sawako. Luckily, she ends up in the same class as her friends Ayane Yano and Chizuru Yoshida, along with Kazehaya and his friend Ryuu Sanada, in addition to the newcomer named Kento Miura. When Kento develops an interest in Sawako, Sawako and Kazehaya's feelings for each other are put to the test.

[Written by MAL Rewrite]",455,7.98,547598,1902,"Drama, Romance",Production I.G,"[{'mal_id': 29, 'type': 'anime', 'name': 'VAP', 'url': 'https://myanimelist.net/anime/producer/29/VAP'}, {'mal_id': 1003, 'type': 'anime', 'name': 'Nippon Television Network', 'url': 'https://myanimelist.net/anime/producer/1003/Nippon_Television_Network'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}]","[{'mal_id': 372, 'type': 'anime', 'name': 'NIS America', 'url': 'https://myanimelist.net/anime/producer/372/NIS_America'}]",12.0,2011.0,PG-13 - Teens 13 or older
16,Hachimitsu to Clover,Manga,"Yuuta Takemoto, a sophomore at an arts college, shares a cheap apartment with two seniors—the eccentric Shinobu Morita, who keeps failing to graduate due to his absenteeism, and the sensible Takumi Mayama, who acts as a proper senior to Takemoto, often looking out for him.

Takemoto had not given much thought to his future until one fine spring day, when he meets the endearing Hagumi Hanamoto and falls in love at first sight. Incredibly gifted in the arts, Hagumi enrolls in Takemoto's university and soon befriends the popular pottery student Ayumi Yamada. Ayumi is already well acquainted with the three flatmates and secretly harbors deep feelings for one of them.

Hachimitsu to Clover is a heartwarming tale of youth, love, soul-searching, and self-discovery, intricately woven through the complex relationships between five dear friends.

[Written by MAL Rewrite]",972,7.98,283162,4190,"Comedy, Drama, Romance",J.C.Staff,"[{'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 79, 'type': 'anime', 'name': 'Genco', 'url': 'https://myanimelist.net/anime/producer/79/Genco'}, {'mal_id': 169, 'type': 'anime', 'name': 'Fuji TV', 'url': 'https://myanimelist.net/anime/producer/169/Fuji_TV'}, {'mal_id': 517, 'type': 'anime', 'name': 'Asmik Ace', 'url': 'https://myanimelist.net/anime/producer/517/Asmik_Ace'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}]","[{'mal_id': 119, 'type': 'anime', 'name': 'VIZ Media', 'url': 'https://myanimelist.net/anime/producer/119/VIZ_Media'}, {'mal_id': 467, 'type': 'anime', 'name': 'Discotek Media', 'url': 'https://myanimelist.net/anime/producer/467/Discotek_Media'}]",24.0,2005.0,PG-13 - Teens 13 or older
59001,Cheng He Titong,Web novel,"Yu Wanyin is teleported into a novel about palace struggles. The female protagonist of the novel is also teleported into it. To reverse her fate as a villain, Yu Wanyin chooses to join forces with a tyrant, who also turns out to be a modern man teleported in. Yu Wanyin hopes for the three modern people to put aside the palace struggles and just play cards and eat hotpot together peacefully. However, the female protagonist believes she is the chosen one, and still chooses to go against Yu Wanyin and the male protagonist King Duan's team. Thus, Yu Wanyin has to carry out a series of actions in order to survive and help Xia dynasty prevent the drought crisis...

(Source: iQIYI EN)",5908,7.97,16028,52,"Comedy, Romance",Shengying Animation,"[{'mal_id': 1806, 'type': 'anime', 'name': 'iQIYI', 'url': 'https://myanimelist.net/anime/producer/1806/iQIYI'}]",[],24.0,,PG-13 - Teens 13 or older
42166,Violet Evergarden CMs,Light novel,Special trailers released on YouTube announcing Violet Evergarden's anime adaptation. Features all original animation not used in the series.,6959,7.97,10651,54,Drama,Kyoto Animation,[],[],2.0,,PG-13 - Teens 13 or older
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Light novel,"Urano Motosu loves books and has an endless desire to read literature, no matter the subject. She almost fulfills her dream job of becoming a librarian before her life is ended in an accident. As she draws her last breath, she wishes to be able to read more books in her next life.

As if fate was listening to her prayer, she wakes up reincarnated as Myne—a frail five-year-old girl living in a medieval era. What immediately comes to her mind is her passion. She tries to find something to read, only to become frustrated by the lack of books at her disposal.  

Without the printing press, books have to be written and copied by hand, making them very expensive; as such, only a few nobles can afford them—but this won't stop Myne. She will prove that her will to read is unbreakable, and if there are no books around, she will make them herself! 

[Written by MAL Rewrite]",749,7.97,360123,3351,Fantasy,Ajia-do,"[{'mal_id': 33, 'type': 'anime', 'name': 'WOWOW', 'url': 'https://myanimelist.net/anime/producer/33/WOWOW'}, {'mal_id': 79, 'type': 'anime', 'name': 'Genco', 'url': 'https://myanimelist.net/anime/producer/79/Genco'}, {'mal_id': 135, 'type': 'anime', 'name': 'MediaNet', 'url': 'https://myanimelist.net/anime/producer/135/MediaNet'}, {'mal_id': 460, 'type': 'anime', 'name': 'KlockWorx', 'url': 'https://myanimelist.net/anime/producer/460/KlockWorx'}, {'mal_id': 464, 'type': 'anime', 'name': 'flying DOG', 'url': 'https://myanimelist.net/anime/producer/464/flying_DOG'}, {'mal_id': 843, 'type': 'anime', 'name': 'BS Fuji', 'url': 'https://myanimelist.net/anime/producer/843/BS_Fuji'}, {'mal_id': 1492, 'type': 'anime', 'name': 'Yomiuri TV Enterprise', 'url': 'https://myanimelist.net/anime/producer/1492/Yomiuri_TV_Enterprise'}, {'mal_id': 1500, 'type': 'anime', 'name': 'ABC Animation', 'url': 'https://myanimelist.net/anime/producer/1500/ABC_Animation'}, {'mal_id': 1933, 'type': 'anime', 'name': 'Happinet', 'url': 'https://myanimelist.net/anime/producer/1933/Happinet'}, {'mal_id': 1987, 'type': 'anime', 'name': 'Tokyo Animator Gakuin', 'url': 'https://myanimelist.net/anime/producer/1987/Tokyo_Animator_Gakuin'}, {'mal_id': 1988, 'type': 'anime', 'name': 'TO Books', 'url': 'https://myanimelist.net/anime/producer/1988/TO_Books'}, {'mal_id': 1989, 'type': 'anime', 'name': 'JTB Next Creation', 'url': 'https://myanimelist.net/anime/producer/1989/JTB_Next_Creation'}]","[{'mal_id': 376, 'type': 'anime', 'name': 'Sentai Filmworks', 'url': 'https://myanimelist.net/anime/producer/376/Sentai_Filmworks'}, {'mal_id': 1468, 'type': 'anime', 'name': 'Crunchyroll', 'url': 'https://myanimelist.net/anime/producer/1468/Crunchyroll'}]",14.0,2019.0,PG-13 - Teens 13 or older
23199,Durarara!!x2 Shou,Light novel,"Although peace has finally returned to Ikebukuro, many of the odd occurrences have become common sights around the city. One such case is the police's constant pursuit of Celty Sturluson, the Headless Rider. Moreover, someone has placed a large bounty on her, igniting the motivation of gang members all over to begin searching for the supernatural creature as well. Meanwhile, Mikado Ryuugamine is approached by Aoba Kuronuma, a mysterious underclassman with unknown intentions, who reveals that he knows Mikado's true identity.

But Ikebukuro's state of tranquility is short-lived, as a new threat appears in the form of a murderer who goes by the pseudonym ""Hollywood,"" known for wearing a different mask each time they commit a crime. As the various events taking place prove to be connected yet again, Ikebukuro is thrown into another conflict that threatens to engulf the entire city in chaos.

[Written by MAL Rewrite]",493,7.97,509872,1014,"Action, Mystery, Supernatural",Shuka,"[{'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}, {'mal_id': 58, 'type': 'anime', 'name': 'Square Enix', 'url': 'https://myanimelist.net/anime/producer/58/Square_Enix'}, {'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}, {'mal_id': 166, 'type': 'anime', 'name': 'Movic', 'url': 'https://myanimelist.net/anime/producer/166/Movic'}, {'mal_id': 681, 'type': 'anime', 'name': 'ASCII Media Works', 'url': 'https://myanimelist.net/anime/producer/681/ASCII_Media_Works'}]","[{'mal_id': 493, 'type': 'anime', 'name': 'Aniplex of America', 'url': 'https://myanimelist.net/anime/producer/493/Aniplex_of_America'}]",12.0,2015.0,R - 17+ (violence & profanity)
41611,Wan Sheng Jie,Web manga,"In this world, angels, demons, and other supernatural beings peacefully coexist with humans. Neil Bowman is a demon who is unlike most; he is mesmerized with human culture, and no matter how hard he tries, he can't do anything evil. Thus, he runs away from Hell and up to Earth.

Neil moves in with his online friend and vampire, Ira Blood, along with Ira's many roommates. Despite coming to Earth to meet humans, Neil discovers that not a single one of his new roommates is actually human. Along with Ira, there's Lynn Angel, the stern angel landlord; Lynn's little sister, Lily, who falls from Heaven; Abu, a mummy who never speaks; and Vladimir Eliot Kirilenko, a werewolf tasked with monitoring Neil.

What most of them don't realize—not even Neil himself—is that Neil possesses the powers of the Demon King. What effect will this have on the residents of Apartment 1031 on All Saints Street?

[Written by MAL Rewrite]",4408,7.97,32566,509,"Comedy, Fantasy","Fenz, HMCH","[{'mal_id': 1727, 'type': 'anime', 'name': 'Tencent Video', 'url': 'https://myanimelist.net/anime/producer/1727/Tencent_Video'}, {'mal_id': 2639, 'type': 'anime', 'name': 'Tianwen Kadokawa Animation & Comics', 'url': 'https://myanimelist.net/anime/producer/2639/Tianwen_Kadokawa_Animation___Comics'}]","[{'mal_id': 493, 'type': 'anime', 'name': 'Aniplex of America', 'url': 'https://myanimelist.net/anime/producer/493/Aniplex_of_America'}]",12.0,,PG-13 - Teens 13 or older
31173,Akagami no Shirayuki-hime 2nd Season,Manga,"Shirayuki and Zen Wistalia have finally confirmed their romantic feelings for each other, and everyone has resumed their daily lives. Shirayuki remains an apprentice court herbalist at the royal palace of Clarines, and Zen continues his duties alongside his aides.

However, their daily routines are disrupted when Crown Prince Izana, Zen’s older brother, receives an invitation from Raji Shenazard, the prince of Tanbarun. The herbalist finds herself ordered to go to Tanbarun for seven days, to build a new friendship with the formerly selfish and haughty ruler who once ordered Shirayuki to become his concubine. Along the way, Shirayuki is bound to run into trouble once again, as she is sought by a mysterious boy named Kazuki, someone she has never met.

[Written by MAL Rewrite]",692,7.97,386363,1796,"Drama, Romance",Bones,"[{'mal_id': 148, 'type': 'anime', 'name': 'Hakusensha', 'url': 'https://myanimelist.net/anime/producer/148/Hakusensha'}, {'mal_id': 415, 'type': 'anime', 'name': 'Warner Bros. Japan', 'url': 'https://myanimelist.net/anime/producer/415/Warner_Bros_Japan'}, {'mal_id': 460, 'type': 'anime', 'name': 'KlockWorx', 'url': 'https://myanimelist.net/anime/producer/460/KlockWorx'}, {'mal_id': 777, 'type': 'anime', 'name': 'Showgate', 'url': 'https://myanimelist.net/anime/producer/777/Showgate'}, {'mal_id': 843, 'type': 'anime', 'name': 'BS Fuji', 'url': 'https://myanimelist.net/anime/producer/843/BS_Fuji'}, {'mal_id': 1334, 'type': 'anime', 'name': 'Docomo Anime Store', 'url': 'https://myanimelist.net/anime/producer/1334/Docomo_Anime_Store'}, {'mal_id': 1488, 'type': 'anime', 'name': 'Hakuhodo DY Media Partners', 'url': 'https://myanimelist.net/anime/producer/1488/Hakuhodo_DY_Media_Partners'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",12.0,2016.0,PG-13 - Teens 13 or older
1023,Wolf's Rain OVA,Original,"As the world accelerates toward its own destruction, Kiba and Cheza—with the help of Tsume, Hige, Toboe, and Blue—race to reach true paradise before the entire world is rendered uninhabitable. Now reunited, Cher and Hubb decide to accompany the wolves in hopes of seeing the journey through to its end, while a distraught and confused Quent wanders aimlessly into the wasteland with his mind fixated on revenge.

Meanwhile, Lord Darcia the Third has finally put his plot into motion and pursues Cheza, pitting him against the pack. As everything falls apart yet simultaneously falls into place, the wolves struggle to survive in an increasingly dangerous environment. Though the end draws near, paradise seems further away than ever before.

[Written by MAL Rewrite]",2789,7.97,76002,412,"Action, Adventure, Drama, Fantasy",Bones,"[{'mal_id': 23, 'type': 'anime', 'name': 'Bandai Visual', 'url': 'https://myanimelist.net/anime/producer/23/Bandai_Visual'}, {'mal_id': 123, 'type': 'anime', 'name': 'Victor Entertainment', 'url': 'https://myanimelist.net/anime/producer/123/Victor_Entertainment'}, {'mal_id': 142, 'type': 'anime', 'name': 'Asatsu DK', 'url': 'https://myanimelist.net/anime/producer/142/Asatsu_DK'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}, {'mal_id': 233, 'type': 'anime', 'name': 'Bandai Entertainment', 'url': 'https://myanimelist.net/anime/producer/233/Bandai_Entertainment'}]",4.0,,PG-13 - Teens 13 or older
861,xxxHOLiC,Manga,"Kimihiro Watanuki can see spirits and other assorted supernatural creatures, which is quite a bothersome ability he strongly dislikes. On the way home one day, while plagued by some spirits, he is inexplicably compelled to enter a strange house. There, he encounters Yuuko, a mysterious woman who claims to be able to rid him of the ability to see and attract the troublesome creatures—for a price. She demands that he work at her ""store"" that grants wishes to people, and thus begins Watanuki's adventures through weird and wonderful events.

[Written by MAL Rewrite]",789,7.97,344219,4839,"Comedy, Drama, Mystery, Supernatural",Production I.G,"[{'mal_id': 145, 'type': 'anime', 'name': 'TBS', 'url': 'https://myanimelist.net/anime/producer/145/TBS'}, {'mal_id': 157, 'type': 'anime', 'name': 'BMG Japan', 'url': 'https://myanimelist.net/anime/producer/157/BMG_Japan'}, {'mal_id': 158, 'type': 'anime', 'name': 'Kids Station', 'url': 'https://myanimelist.net/anime/producer/158/Kids_Station'}, {'mal_id': 159, 'type': 'anime', 'name': 'Kodansha', 'url': 'https://myanimelist.net/anime/producer/159/Kodansha'}, {'mal_id': 166, 'type': 'anime', 'name': 'Movic', 'url': 'https://myanimelist.net/anime/producer/166/Movic'}, {'mal_id': 3024, 'type': 'anime', 'name': 'Fonishia', 'url': 'https://myanimelist.net/anime/producer/3024/Fonishia'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",24.0,2006.0,PG-13 - Teens 13 or older
846,School Rumble Ni Gakki,Manga,"We still have no idea what's really going on with this show, beyond the fact that the weirdness is piling up!

Curry-fiend Karasama remains oblivious to Tenma's crush, and Harima still hasn't confessed his true feelings to Tenma. But hey, the thug's got an excuse since he's caught up with his comic career and knee-deep in a blizzard of deadlines! Meanwhile, the love triangles are ever-shifting thanks to wannabe cupids and runaway brides.

Even when you throw in a bit of cyborg love, a shipwreck, and a fugitive red panda–seriously, that ain't even scratching the surface. You are encouraged to scratch the pig, though. He likes it! And something rumbles in the next to last episode, no matter what I say next.

School Rumble–The absolutely funniest show you’ll ever see that's not about anything that rumbles... Ever!

(Source: Funimation)",1581,7.97,170934,825,"Comedy, Romance",Studio Comet,"[{'mal_id': 64, 'type': 'anime', 'name': 'Sotsu', 'url': 'https://myanimelist.net/anime/producer/64/Sotsu'}, {'mal_id': 82, 'type': 'anime', 'name': 'Marvelous Entertainment', 'url': 'https://myanimelist.net/anime/producer/82/Marvelous_Entertainment'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",26.0,2006.0,PG-13 - Teens 13 or older
543,Vampire Hunter D (2000),Light novel,"When the soothing comfort of sunlight starts to fade, beings of seraphic beauty become the undisputed masters of the night, instilling fear in every living creature. Water turns into ice before these blood-sucking monsters, and their victims realize that this uncanny chill is the harbinger of their inevitable demise. Fortunately, the number of vampires is dwindling thanks to the dauntless bounty hunters who track down and slay the near-immortal predators.

One night, tragedy befalls the Elbourne family as their daughter, Charlotte, is abducted by Meier Link, a revered vampire lord protected by an army of monsters. To save their beloved Charlotte, her family recruits the Marcus Brothers, a group of vampire hunters known for their ruthlessness; and D, a sword-wielding dhampir—a half-vampire, half-human who has the strengths of both species and the weaknesses of neither.

The hunters rush to rescue Charlotte, but if her abductor decides to turn her into a vampire, they should eliminate her. Moreover, their mission must be completed before Meier reaches the impregnable vampire castle of Carmilla and takes Charlotte out of humanity's reach forever.

[Written by MAL Rewrite]",1168,7.97,238086,3301,"Action, Drama, Fantasy, Horror, Romance, Sci-Fi",Madhouse,"[{'mal_id': 166, 'type': 'anime', 'name': 'Movic', 'url': 'https://myanimelist.net/anime/producer/166/Movic'}, {'mal_id': 426, 'type': 'anime', 'name': 'Filmlink International', 'url': 'https://myanimelist.net/anime/producer/426/Filmlink_International'}, {'mal_id': 1906, 'type': 'anime', 'name': 'animate', 'url': 'https://myanimelist.net/anime/producer/1906/animate'}]","[{'mal_id': 467, 'type': 'anime', 'name': 'Discotek Media', 'url': 'https://myanimelist.net/anime/producer/467/Discotek_Media'}]",1.0,,R - 17+ (violence & profanity)
2448,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,Manga,"Compilation movie of the ""Individual Eleven"" story from Ghost in the Shell: SAC 2nd Gig series.

(Source: AniDB)",4407,7.97,32574,46,Sci-Fi,Production I.G,"[{'mal_id': 23, 'type': 'anime', 'name': 'Bandai Visual', 'url': 'https://myanimelist.net/anime/producer/23/Bandai_Visual'}, {'mal_id': 382, 'type': 'anime', 'name': 'Tokuma Shoten', 'url': 'https://myanimelist.net/anime/producer/382/Tokuma_Shoten'}, {'mal_id': 3024, 'type': 'anime', 'name': 'Fonishia', 'url': 'https://myanimelist.net/anime/producer/3024/Fonishia'}]","[{'mal_id': 233, 'type': 'anime', 'name': 'Bandai Entertainment', 'url': 'https://myanimelist.net/anime/producer/233/Bandai_Entertainment'}, {'mal_id': 947, 'type': 'anime', 'name': 'Manga Entertainment', 'url': 'https://myanimelist.net/anime/producer/947/Manga_Entertainment'}]",1.0,,R - 17+ (violence & profanity)
50207,Fanren Xiu Xian Zhuan 2nd Season,Web novel,Second season of Fanren Xiu Xian Zhuan.,9392,7.97,5021,37,"Action, Adventure, Fantasy","Original Force, Wonder Cat Animation","[{'mal_id': 1414, 'type': 'anime', 'name': 'bilibili', 'url': 'https://myanimelist.net/anime/producer/1414/bilibili'}]",[],51.0,,PG-13 - Teens 13 or older
35788,Shokugeki no Souma: San no Sara,Manga,"The Moon Festival is Tootsuki Academy's annual gourmet gala, where students compete against each other to earn the most profit through selling their cuisine of choice. But for Souma Yukihira, it is also his first opportunity to challenge the Elite Ten, the supreme council that rules over the academy.  

However, this is only the beginning of Souma's war against the Elite Ten; a nefarious plot is underway that will provide Souma with the challenge he desires but will also shake the very foundations of Tootsuki Academy itself.

[Written by MAL Rewrite]",175,7.97,1032867,2653,"Gourmet, Ecchi",J.C.Staff,"[{'mal_id': 104, 'type': 'anime', 'name': 'Lantis', 'url': 'https://myanimelist.net/anime/producer/104/Lantis'}, {'mal_id': 415, 'type': 'anime', 'name': 'Warner Bros. Japan', 'url': 'https://myanimelist.net/anime/producer/415/Warner_Bros_Japan'}, {'mal_id': 460, 'type': 'anime', 'name': 'KlockWorx', 'url': 'https://myanimelist.net/anime/producer/460/KlockWorx'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}]","[{'mal_id': 376, 'type': 'anime', 'name': 'Sentai Filmworks', 'url': 'https://myanimelist.net/anime/producer/376/Sentai_Filmworks'}]",12.0,2017.0,PG-13 - Teens 13 or older
59939,Tunshi Xingkong Movie: Xueluo Dalu,Novel,"It's time for battle! It's time for excitement! It's time for thrills! ""This trial has a 98% mortality rate."" ""Then... I'll eliminate everyone who threatens my life."" Luo Feng travels to the Blood Continent for the trial to protect Earth. On this continent, he constantly pushes his limits, makes good friends and encounters powerful enemies, but he never retreats. Instead, he perseveres step by step, carrying the burden of his journey. Ultimately, he completes his infinite advancement, gaining the powerful ability to protect Earth.

(Source: Tencent, translated)",12635,7.96,1933,8,"Action, Adventure, Fantasy, Sci-Fi",Sparkly Key Animation Studio,"[{'mal_id': 1727, 'type': 'anime', 'name': 'Tencent Video', 'url': 'https://myanimelist.net/anime/producer/1727/Tencent_Video'}]",[],1.0,,PG-13 - Teens 13 or older
59047,Tamon-kun Ima Docchi!?,Manga,"Idol group F/ACE has recently risen in popularity all thanks to Tamon Fukuhara—its handsome, wild, and talented leader. Seventeen-year-old Utage Kinoshita is one of the vocal fans who greatly admires F/ACE. As her life revolves around worshiping Tamon, Utage works at a housecleaning company to earn money and continue supporting him.

When her coworker gets sick, Utage is assigned to a new client with the same name as Tamon. She believes it is merely a coincidence—until she comes face to face with the real celebrity! Her surprise only grows when she discovers that, unlike the extroverted superstar known to the public, Tamon is actually a gloomy guy with no friends or self-confidence.

Given that Utage's adoration for Tamon knows no bounds, she vows to keep his secret and stay by his side—but dealing with Tamon's contrasting behaviors in and out of work might be the toughest job out there.

[Written by MAL Rewrite]",3465,7.96,51582,370,"Comedy, Romance",J.C.Staff,"[{'mal_id': 109, 'type': 'anime', 'name': 'Shochiku', 'url': 'https://myanimelist.net/anime/producer/109/Shochiku'}, {'mal_id': 148, 'type': 'anime', 'name': 'Hakusensha', 'url': 'https://myanimelist.net/anime/producer/148/Hakusensha'}, {'mal_id': 306, 'type': 'anime', 'name': 'Magic Capsule', 'url': 'https://myanimelist.net/anime/producer/306/Magic_Capsule'}, {'mal_id': 1344, 'type': 'anime', 'name': 'King Records', 'url': 'https://myanimelist.net/anime/producer/1344/King_Records'}]",[],13.0,2026.0,PG-13 - Teens 13 or older
34440,Code Geass: Hangyaku no Lelouch III - Oudou,Original,"Lelouch Lamperouge's dreams of destroying the Holy Britannian Empire are slowly crumbling. His sister, Nunnally, has been kidnapped by Schneizel el Britannia, and Suzaku Kururugi is ignoring his desperate pleas for assistance. The Black Knights are slowly losing faith in Lelouch as their leader, and the United Federation of Nations has declared global war on Britannia.

Having suffered numerous betrayals, a significant loss of power, and an ever-growing resentment towards Emperor Charles zi Britannia, the crippled Lelouch makes a final decision: if he can't destroy the Empire from the outside, he will take it for himself from within.

[Written by MAL Rewrite]",2294,7.96,103342,162,Sci-Fi,Sunrise,[],"[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",1.0,,R - 17+ (violence & profanity)
